"x"
"1",10
"2",10
"3",10
"4",10
"5",10
"6",10
"7",10
"8",10
"9",10
"10",10
"11",10
"12",10
"13",10
"14",10
"15",10
"16",10
"17",10
"18",10
"19",10
"20",10
"21",10
"22",10
"23",10
"24",10
"25",10
"26",10
"27",10
"28",10
"29",10
"30",10
"31",10
"32",10
"33",10
"34",10
"35",10
"36",10
"37",10
"38",10
"39",10
"40",10
"41",10
"42",10
"43",10
"44",10
"45",10
"46",23
"47",10
"48",23
"49",23
"50",23
"51",23
"52",23
"53",23
"54",23
"55",23
"56",23
"57",23
"58",23
"59",23
"60",23
"61",23
"62",23
"63",23
"64",23
"65",23
"66",23
"67",23
"68",23
"69",23
"70",23
"71",23
"72",23
"73",23
"74",23
"75",23
"76",23
"77",23
"78",23
"79",23
"80",23
"81",23
"82",23
"83",23
"84",23
"85",23
"86",23
"87",23
"88",23
"89",23
"90",23
"91",23
"92",23
"93",23
"94",23
"95",23
"96",23
"97",23
"98",23
"99",23
"100",23
"101",23
"102",23
"103",23
"104",23
"105",23
"106",23
"107",23
"108",23
"109",23
"110",23
"111",23
"112",23
"113",23
"114",23
"115",23
"116",23
"117",23
"118",23
"119",23
"120",23
"121",23
"122",23
"123",23
"124",23
"125",23
"126",23
"127",23
"128",23
"129",23
"130",23
"131",21
"132",21
"133",21
"134",21
"135",21
"136",21
"137",21
"138",21
"139",21
"140",21
"141",21
"142",21
"143",21
"144",21
"145",21
"146",21
"147",21
"148",21
"149",21
"150",21
"151",21
"152",21
"153",21
"154",21
"155",21
"156",21
"157",21
"158",21
"159",21
"160",21
"161",21
"162",21
"163",21
"164",21
"165",21
"166",21
"167",21
"168",21
"169",21
"170",21
"171",21
"172",21
"173",21
"174",21
"175",21
"176",21
"177",21
"178",21
"179",21
"180",21
"181",21
"182",21
"183",21
"184",21
"185",21
"186",21
"187",21
"188",21
"189",21
"190",21
"191",21
"192",21
"193",21
"194",21
"195",21
"196",21
"197",21
"198",21
"199",21
"200",21
"201",10
"202",10
"203",10
"204",10
"205",10
"206",10
"207",10
"208",10
"209",10
"210",10
"211",10
"212",10
"213",10
"214",10
"215",10
"216",10
"217",10
"218",10
"219",10
"220",10
"221",10
"222",10
"223",10
"224",10
"225",10
"226",10
"227",10
"228",10
"229",10
"230",10
"231",23
"232",23
"233",23
"234",23
"235",23
"236",23
"237",23
"238",23
"239",23
"240",23
"241",23
"242",23
"243",23
