"x"
"1",1
"2",1
"3",1
"4",1
"5",1
"6",1
"7",1
"8",1
"9",1
"10",1
"11",2
"12",2
"13",2
"14",2
"15",2
"16",3
"17",3
"18",3
"19",3
"20",3
"21",4
"22",4
"23",4
"24",4
"25",4
"26",4
"27",4
"28",4
"29",4
"30",4
"31",5
"32",5
"33",5
"34",5
"35",5
"36",6
"37",6
"38",6
"39",6
"40",6
"41",7
"42",7
"43",7
"44",7
"45",7
"46",8
"47",8
"48",8
"49",8
"50",8
"51",9
"52",9
"53",9
"54",9
"55",9
"56",9
"57",9
"58",9
"59",9
"60",9
"61",10
"62",10
"63",10
"64",10
"65",10
"66",11
"67",11
"68",11
"69",11
"70",11
"71",12
"72",12
"73",12
"74",12
"75",12
"76",13
"77",13
"78",13
"79",13
"80",13
"81",14
"82",14
"83",14
"84",14
"85",14
"86",15
"87",15
"88",15
"89",15
"90",15
"91",15
"92",15
"93",15
"94",15
"95",15
"96",16
"97",16
"98",16
"99",16
"100",16
"101",16
"102",16
"103",16
"104",16
"105",16
"106",17
"107",17
"108",17
"109",17
"110",17
"111",17
"112",17
"113",17
"114",17
"115",17
"116",18
"117",18
"118",18
"119",18
"120",18
"121",19
"122",19
"123",19
"124",19
"125",19
"126",20
"127",20
"128",20
"129",20
"130",20
"131",21
"132",21
"133",21
"134",21
"135",21
"136",22
"137",22
"138",22
"139",22
"140",22
"141",23
"142",23
"143",23
"144",23
"145",23
"146",24
"147",24
"148",24
"149",24
"150",24
"151",25
"152",25
"153",25
"154",25
"155",25
"156",26
"157",26
"158",26
"159",26
"160",26
"161",27
"162",27
"163",27
"164",27
"165",27
"166",27
"167",27
"168",27
"169",27
"170",27
"171",28
"172",28
"173",28
"174",28
"175",28
"176",29
"177",29
"178",29
"179",29
"180",29
"181",29
"182",29
"183",29
"184",29
"185",29
"186",30
"187",30
"188",30
"189",30
"190",30
"191",31
"192",31
"193",31
"194",31
"195",31
"196",32
"197",32
"198",32
"199",32
"200",32
